PlantName,Indicator Name,Day,Value
Runtz,PValue,10,69.51456838
Runtz,KValue,10,98.94880256
Runtz,CurrentNDVI,10,
Runtz,GrowthRate,10,
Runtz,EC,10,6.211182184
Runtz,PH,10,44.33900994
Runtz,SoilMoister,10,65
Runtz,Humidity,10,1869.038118
Runtz,WaterUse,10,18.69929913
Runtz,PhenoType,10,2.590904191
Runtz,Height,10,5.031566294
Runtz,Width,10,19.26063301
Runtz,Temp,10,
Runtz,NValue,10,
Runtz,PValue,10,69.51456838
Runtz,KValue,10,98.94880256
Runtz,CurrentNDVI,10,
Runtz,GrowthRate,10,
Runtz,EC,10,6.211182184
Runtz,PH,10,44.33900994
Runtz,SoilMoister,10,65
Runtz,Humidity,10,1869.038118
Runtz,WaterUse,10,18.69929913
Runtz,PhenoType,10,2.590904191
Runtz,Height,10,5.031566294
Runtz,Width,10,19.26063301
Runtz,Temp,10,
Runtz,NValue,10,
Runtz,PValue,10,69.51456838
Runtz,KValue,10,98.94880256
Runtz,CurrentNDVI,10,
Runtz,GrowthRate,10,
Runtz,EC,10,6.211182184
Runtz,PH,10,44.33900994
Runtz,SoilMoister,10,65
Runtz,Humidity,10,1869.038118
Runtz,WaterUse,10,18.69929913
Runtz,PhenoType,10,2.590904191
Runtz,Height,10,5.031566294
Runtz,Width,10,19.26063301
Runtz,Temp,10,
Runtz,NValue,10,
Runtz,PValue,10,69.51456838
Runtz,KValue,10,98.94880256
Runtz,CurrentNDVI,10,
MendoBreath,GrowthRate,10,
MendoBreath,EC,10,0.2854479164
MendoBreath,PH,10,14.76296618
MendoBreath,SoilMoister,10,65
MendoBreath,Humidity,10,
MendoBreath,WaterUse,10,
MendoBreath,PhenoType,10,6.632275168
MendoBreath,Height,10,
MendoBreath,Width,10,
MendoBreath,Temp,10,
MendoBreath,NValue,10,
MendoBreath,PValue,10,41.93607892
MendoBreath,KValue,10,8.440951684
MendoBreath,CurrentNDVI,10,
MendoBreath,GrowthRate,10,
MendoBreath,EC,10,0.2854479164
MendoBreath,PH,10,14.76296618
MendoBreath,SoilMoister,10,65
MendoBreath,Humidity,10,
MendoBreath,WaterUse,10,
MendoBreath,PhenoType,10,6.632275168
MendoBreath,Height,10,
MendoBreath,Width,10,
MendoBreath,Temp,10,
MendoBreath,NValue,10,
MendoBreath,PValue,10,41.93607892
MendoBreath,KValue,10,8.440951684
MendoBreath,CurrentNDVI,10,
MendoBreath,GrowthRate,10,
MendoBreath,EC,10,0.2854479164
MendoBreath,PH,10,14.76296618
MendoBreath,SoilMoister,10,65
MendoBreath,Humidity,10,
MendoBreath,WaterUse,10,
MendoBreath,PhenoType,10,6.632275168
MendoBreath,Height,10,
MendoBreath,Width,10,
MendoBreath,Temp,10,
MendoBreath,NValue,10,
MendoBreath,PValue,10,41.93607892
MendoBreath,KValue,10,8.440951684
MendoBreath,CurrentNDVI,10,
MendoBreath,GrowthRate,10,
MendoBreath,EC,10,0.2854479164
MendoBreath,PH,10,14.76296618
MendoBreath,SoilMoister,10,65
MendoBreath,Humidity,10,
MendoBreath,WaterUse,10,
MendoBreath,PhenoType,10,6.632275168
MendoBreath,Height,10,
MendoBreath,Width,10,
MendoBreath,Temp,10,
MendoBreath,NValue,10,
MendoBreath,PValue,10,41.93607892
MendoBreath,KValue,10,8.440951684
MendoBreath,CurrentNDVI,10,
Skittlez,GrowthRate,10,
Skittlez,EC,10,0.1231880127
Skittlez,PH,10,9.163897385
Skittlez,SoilMoister,10,65
Skittlez,Humidity,10,
Skittlez,WaterUse,10,18.18819626
Skittlez,PhenoType,10,6.743673729
Skittlez,Height,10,6.894541309
Skittlez,Width,10,21.02891268
Skittlez,Temp,10,
Skittlez,NValue,10,2.48595551
Skittlez,PValue,10,40.41945396
Skittlez,KValue,10,8.622484235
Skittlez,CurrentNDVI,10,
Skittlez,GrowthRate,10,
Skittlez,EC,10,0.1231880127
Skittlez,PH,10,9.163897385
Skittlez,SoilMoister,10,48
Skittlez,Humidity,10,
Skittlez,WaterUse,10,18.18819626
Skittlez,PhenoType,10,6.743673729
Skittlez,Height,10,6.894541309
Skittlez,Width,10,21.02891268
Skittlez,Temp,10,
Skittlez,NValue,10,2.48595551
Skittlez,PValue,10,40.41945396
Skittlez,KValue,10,8.622484235
Skittlez,CurrentNDVI,10,
Skittlez,GrowthRate,10,
Skittlez,EC,10,0.1231880127
Skittlez,PH,10,9.163897385
Skittlez,SoilMoister,10,88
Skittlez,Humidity,10,
Skittlez,WaterUse,10,18.18819626
Skittlez,PhenoType,10,6.743673729
Skittlez,Height,10,6.894541309
Skittlez,Width,10,21.02891268
Skittlez,Temp,10,
Skittlez,NValue,10,2.48595551
Skittlez,PValue,10,40.41945396
Skittlez,KValue,10,8.622484235
Skittlez,CurrentNDVI,10,
Skittlez,GrowthRate,10,
Skittlez,EC,10,0.1231880127
Skittlez,PH,10,9.163897385
Skittlez,SoilMoister,10,18
Skittlez,Humidity,10,
Skittlez,WaterUse,10,18.18819626
Skittlez,PhenoType,10,6.743673729
Skittlez,Height,10,6.894541309
Skittlez,Width,10,21.02891268
Skittlez,Temp,10,
Skittlez,NValue,10,2.48595551
Skittlez,PValue,10,40.41945396
Skittlez,KValue,10,8.622484235
Skittlez,CurrentNDVI,10,
MacTonight,GrowthRate,10,
MacTonight,EC,10,7.829977265
MacTonight,PH,10,82.8547064
MacTonight,SoilMoister,10,2545.231463
MacTonight,Humidity,10,2913.425272
MacTonight,WaterUse,10,12.87731346
MacTonight,PhenoType,10,2.963495107
MacTonight,Height,10,5.87285481
MacTonight,Width,10,13.25224404
MacTonight,Temp,10,
MacTonight,NValue,10,
MacTonight,PValue,10,68.84752297
MacTonight,KValue,10,22.29783982
MacTonight,CurrentNDVI,10,
MacTonight,GrowthRate,10,
MacTonight,EC,10,7.829977265
MacTonight,PH,10,82.8547064
MacTonight,SoilMoister,10,2545.231463
MacTonight,Humidity,10,2913.425272
MacTonight,WaterUse,10,12.87731346
MacTonight,PhenoType,10,2.963495107
MacTonight,Height,10,5.87285481
MacTonight,Width,10,13.25224404
MacTonight,Temp,10,
MacTonight,NValue,10,
MacTonight,PValue,10,68.84752297
MacTonight,KValue,10,22.29783982
MacTonight,CurrentNDVI,10,
MacTonight,GrowthRate,10,
MacTonight,EC,10,7.829977265
MacTonight,PH,10,82.8547064
MacTonight,SoilMoister,10,2545.231463
MacTonight,Humidity,10,2913.425272
MacTonight,WaterUse,10,12.87731346
MacTonight,PhenoType,10,2.963495107
MacTonight,Height,10,5.87285481
MacTonight,Width,10,13.25224404
MacTonight,Temp,10,
MacTonight,NValue,10,
MacTonight,PValue,10,68.84752297
MacTonight,KValue,10,22.29783982
MacTonight,CurrentNDVI,10,
MacTonight,GrowthRate,10,
MacTonight,EC,10,7.829977265
MacTonight,PH,10,82.8547064
MacTonight,SoilMoister,10,2545.231463
MacTonight,Humidity,10,2913.425272
MacTonight,WaterUse,10,12.87731346
MacTonight,PhenoType,10,2.963495107
MacTonight,Height,10,5.87285481
MacTonight,Width,10,13.25224404
MacTonight,Temp,10,
MacTonight,NValue,10,
MacTonight,PValue,10,68.84752297
MacTonight,KValue,10,22.29783982
MacTonight,CurrentNDVI,10,
BlueDream,GrowthRate,10,34.67413769
BlueDream,EC,10,1.136527159
BlueDream,PH,10,
BlueDream,SoilMoister,10,
BlueDream,Humidity,10,
BlueDream,WaterUse,10,8.338509163
BlueDream,PhenoType,10,5.494432256
BlueDream,Height,10,3.655593651
BlueDream,Width,10,8.196042344
BlueDream,Temp,10,28.48168463
BlueDream,NValue,10,
BlueDream,PValue,10,49.404216
BlueDream,KValue,10,28.28428096
BlueDream,CurrentNDVI,10,36.57803609
BlueDream,GrowthRate,10,34.67413769
BlueDream,EC,10,1.136527159
BlueDream,PH,10,
BlueDream,SoilMoister,10,
BlueDream,Humidity,10,
BlueDream,WaterUse,10,8.338509163
BlueDream,PhenoType,10,5.494432256
BlueDream,Height,10,3.655593651
BlueDream,Width,10,8.196042344
BlueDream,Temp,10,28.48168463
BlueDream,NValue,10,
BlueDream,PValue,10,49.404216
BlueDream,KValue,10,28.28428096
BlueDream,CurrentNDVI,10,36.57803609
BlueDream,GrowthRate,10,34.67413769
BlueDream,EC,10,1.136527159
BlueDream,PH,10,
BlueDream,SoilMoister,10,
BlueDream,Humidity,10,
BlueDream,WaterUse,10,8.338509163
BlueDream,PhenoType,10,5.494432256
BlueDream,Height,10,3.655593651
BlueDream,Width,10,8.196042344
BlueDream,Temp,10,28.48168463
BlueDream,NValue,10,
BlueDream,PValue,10,49.404216
BlueDream,KValue,10,28.28428096
BlueDream,CurrentNDVI,10,36.57803609
BlueDream,GrowthRate,10,34.67413769
BlueDream,EC,10,1.136527159
BlueDream,PH,10,
BlueDream,SoilMoister,10,
BlueDream,Humidity,10,
BlueDream,WaterUse,10,8.338509163
BlueDream,PhenoType,10,5.494432256
BlueDream,Height,10,3.655593651
BlueDream,Width,10,8.196042344
BlueDream,Temp,10,28.48168463
BlueDream,NValue,10,
BlueDream,PValue,10,49.404216
BlueDream,KValue,10,28.28428096
BlueDream,CurrentNDVI,10,36.57803609
WeddingCake,GrowthRate,10,35.21127812
WeddingCake,EC,10,0.9659958412
WeddingCake,PH,10,21.40479442
WeddingCake,SoilMoister,10,
WeddingCake,Humidity,10,
WeddingCake,WaterUse,10,8.712338117
WeddingCake,PhenoType,10,5.702685923
WeddingCake,Height,10,3.873331746
WeddingCake,Width,10,8.727129035
WeddingCake,Temp,10,
WeddingCake,NValue,10,
WeddingCake,PValue,10,48.53017276
WeddingCake,KValue,10,24.80080808
WeddingCake,CurrentNDVI,10,
WeddingCake,GrowthRate,10,35.21127812
WeddingCake,EC,10,0.9659958412
WeddingCake,PH,10,21.40479442
WeddingCake,SoilMoister,10,
WeddingCake,Humidity,10,
WeddingCake,WaterUse,10,8.712338117
WeddingCake,PhenoType,10,5.702685923
WeddingCake,Height,10,3.873331746
WeddingCake,Width,10,8.727129035
WeddingCake,Temp,10,
WeddingCake,NValue,10,
WeddingCake,PValue,10,48.53017276
WeddingCake,KValue,10,24.80080808
WeddingCake,CurrentNDVI,10,
WeddingCake,GrowthRate,10,35.21127812
WeddingCake,EC,10,0.9659958412
WeddingCake,PH,10,21.40479442
WeddingCake,SoilMoister,10,
WeddingCake,Humidity,10,
WeddingCake,WaterUse,10,8.712338117
WeddingCake,PhenoType,10,5.702685923
WeddingCake,Height,10,3.873331746
WeddingCake,Width,10,8.727129035
WeddingCake,Temp,10,
WeddingCake,NValue,10,
WeddingCake,PValue,10,48.53017276
WeddingCake,KValue,10,24.80080808
WeddingCake,CurrentNDVI,10,
WeddingCake,GrowthRate,10,35.21127812
WeddingCake,EC,10,0.9659958412
WeddingCake,PH,10,21.40479442
WeddingCake,SoilMoister,10,
WeddingCake,Humidity,10,
WeddingCake,WaterUse,10,8.712338117
WeddingCake,PhenoType,10,5.702685923
WeddingCake,Height,10,3.873331746
WeddingCake,Width,10,8.727129035
WeddingCake,Temp,10,
WeddingCake,NValue,10,
WeddingCake,PValue,10,48.53017276
WeddingCake,KValue,10,24.80080808
WeddingCake,CurrentNDVI,10,
Gelato,GrowthRate,10,
Gelato,EC,10,0.380231078
Gelato,PH,10,19.64533305
Gelato,SoilMoister,10,
Gelato,Humidity,10,
Gelato,WaterUse,10,
Gelato,PhenoType,10,6.346273886
Gelato,Height,10,4.124014532
Gelato,Width,10,
Gelato,Temp,10,
Gelato,NValue,10,0.4696178194
Gelato,PValue,10,48.97684366
Gelato,KValue,10,25.05925417
Gelato,CurrentNDVI,10,
Gelato,GrowthRate,10,
Gelato,EC,10,0.380231078
Gelato,PH,10,19.64533305
Gelato,SoilMoister,10,
Gelato,Humidity,10,
Gelato,WaterUse,10,
Gelato,PhenoType,10,6.346273886
Gelato,Height,10,4.124014532
Gelato,Width,10,
Gelato,Temp,10,
Gelato,NValue,10,0.4696178194
Gelato,PValue,10,48.97684366
Gelato,KValue,10,25.05925417
Gelato,CurrentNDVI,10,
Gelato,GrowthRate,10,
Gelato,EC,10,0.380231078
Gelato,PH,10,19.64533305
Gelato,SoilMoister,10,
Gelato,Humidity,10,
Gelato,WaterUse,10,
Gelato,PhenoType,10,6.346273886
Gelato,Height,10,4.124014532
Gelato,Width,10,
Gelato,Temp,10,
Gelato,NValue,10,0.4696178194
Gelato,PValue,10,48.97684366
Gelato,KValue,10,25.05925417
Gelato,CurrentNDVI,10,
Gelato,GrowthRate,10,
Gelato,EC,10,0.380231078
Gelato,PH,10,19.64533305
Gelato,SoilMoister,10,
Gelato,Humidity,10,
Gelato,WaterUse,10,
Gelato,PhenoType,10,6.346273886
Gelato,Height,10,4.124014532
Gelato,Width,10,
Gelato,Temp,10,
Gelato,NValue,10,0.4696178194
Gelato,PValue,10,48.97684366
Gelato,KValue,10,25.05925417
Gelato,CurrentNDVI,10,
GirlScoutCookie,GrowthRate,10,
GirlScoutCookie,EC,10,0.143113789
GirlScoutCookie,PH,10,
GirlScoutCookie,SoilMoister,10,
GirlScoutCookie,Humidity,10,
GirlScoutCookie,WaterUse,10,
GirlScoutCookie,PhenoType,10,6.735044047
GirlScoutCookie,Height,10,6.782544395
GirlScoutCookie,Width,10,
GirlScoutCookie,Temp,10,
GirlScoutCookie,NValue,10,
GirlScoutCookie,PValue,10,42.27917109
GirlScoutCookie,KValue,10,13.41693508
GirlScoutCookie,CurrentNDVI,10,
GirlScoutCookie,GrowthRate,10,
GirlScoutCookie,EC,10,0.143113789
GirlScoutCookie,PH,10,
GirlScoutCookie,SoilMoister,10,
GirlScoutCookie,Humidity,10,
GirlScoutCookie,WaterUse,10,
GirlScoutCookie,PhenoType,10,6.735044047
GirlScoutCookie,Height,10,6.782544395
GirlScoutCookie,Width,10,
GirlScoutCookie,Temp,10,
GirlScoutCookie,NValue,10,
GirlScoutCookie,PValue,10,42.27917109
GirlScoutCookie,KValue,10,13.41693508
GirlScoutCookie,CurrentNDVI,10,
GirlScoutCookie,GrowthRate,10,
GirlScoutCookie,EC,10,0.143113789
GirlScoutCookie,PH,10,
GirlScoutCookie,SoilMoister,10,
GirlScoutCookie,Humidity,10,
GirlScoutCookie,WaterUse,10,
GirlScoutCookie,PhenoType,10,6.735044047
GirlScoutCookie,Height,10,6.782544395
GirlScoutCookie,Width,10,
GirlScoutCookie,Temp,10,
GirlScoutCookie,NValue,10,
GirlScoutCookie,PValue,10,42.27917109
GirlScoutCookie,KValue,10,13.41693508
GirlScoutCookie,CurrentNDVI,10,
GirlScoutCookie,GrowthRate,10,
GirlScoutCookie,EC,10,0.143113789
GirlScoutCookie,PH,10,
GirlScoutCookie,SoilMoister,10,
GirlScoutCookie,Humidity,10,
GirlScoutCookie,WaterUse,10,
GirlScoutCookie,PhenoType,10,6.735044047
GirlScoutCookie,Height,10,6.782544395
GirlScoutCookie,Width,10,
GirlScoutCookie,Temp,10,
GirlScoutCookie,NValue,10,
GirlScoutCookie,PValue,10,42.27917109
GirlScoutCookie,KValue,10,13.41693508
GirlScoutCookie,CurrentNDVI,10,
PurplePunch,GrowthRate,10,
PurplePunch,EC,10,0.2376431379
PurplePunch,PH,10,15.91649852
PurplePunch,SoilMoister,10,
PurplePunch,Humidity,10,
PurplePunch,WaterUse,10,
PurplePunch,PhenoType,10,6.589375361
PurplePunch,Height,10,5.454590516
PurplePunch,Width,10,
PurplePunch,Temp,10,
PurplePunch,NValue,10,
PurplePunch,PValue,10,44.8206626
PurplePunch,KValue,10,16.28144729
PurplePunch,CurrentNDVI,10,
PurplePunch,GrowthRate,10,
PurplePunch,EC,10,0.2376431379
PurplePunch,PH,10,15.91649852
PurplePunch,SoilMoister,10,
PurplePunch,Humidity,10,
PurplePunch,WaterUse,10,
PurplePunch,PhenoType,10,6.589375361
PurplePunch,Height,10,5.454590516
PurplePunch,Width,10,
PurplePunch,Temp,10,
PurplePunch,NValue,10,
PurplePunch,PValue,10,44.8206626
PurplePunch,KValue,10,16.28144729
PurplePunch,CurrentNDVI,10,
PurplePunch,GrowthRate,10,
PurplePunch,EC,10,0.2376431379
PurplePunch,PH,10,15.91649852
PurplePunch,SoilMoister,10,
PurplePunch,Humidity,10,
PurplePunch,WaterUse,10,
PurplePunch,PhenoType,10,6.589375361
PurplePunch,Height,10,5.454590516
PurplePunch,Width,10,
PurplePunch,Temp,10,
PurplePunch,NValue,10,
PurplePunch,PValue,10,44.8206626
PurplePunch,KValue,10,16.28144729
PurplePunch,CurrentNDVI,10,
PurplePunch,GrowthRate,10,
PurplePunch,EC,10,0.2376431379
PurplePunch,PH,10,15.91649852
PurplePunch,SoilMoister,10,
PurplePunch,Humidity,10,
PurplePunch,WaterUse,10,
PurplePunch,PhenoType,10,6.589375361
PurplePunch,Height,10,5.454590516
PurplePunch,Width,10,
PurplePunch,Temp,10,
PurplePunch,NValue,10,
PurplePunch,PValue,10,44.8206626
PurplePunch,KValue,10,16.28144729
PurplePunch,CurrentNDVI,10,
PurplePunch,GrowthRate,10,
PurplePunch,EC,10,0.2376431379
PurplePunch,PH,10,15.91649852
PurplePunch,SoilMoister,10,
PurplePunch,Humidity,10,
PurplePunch,WaterUse,10,
PurplePunch,PhenoType,10,6.589375361
PurplePunch,Height,10,5.454590516
PurplePunch,Width,10,
PurplePunch,Temp,10,
PurplePunch,NValue,10,
PurplePunch,PValue,10,44.8206626
PurplePunch,KValue,10,16.28144729
PurplePunch,CurrentNDVI,10,
OGKush,GrowthRate,10,33.48374362
OGKush,EC,10,1.342979115
OGKush,PH,10,
OGKush,SoilMoister,10,
OGKush,Humidity,10,
OGKush,WaterUse,10,7.587388409
OGKush,PhenoType,10,5.321042724
OGKush,Height,10,3.281424538
OGKush,Width,10,7.498392197
OGKush,Temp,10,31.46261111
OGKush,NValue,10,
OGKush,PValue,10,51.1719374
OGKush,KValue,10,25.05030719
OGKush,CurrentNDVI,10,35.0477841
OGKush,GrowthRate,10,33.48374362
OGKush,EC,10,1.342979115
OGKush,PH,10,
OGKush,SoilMoister,10,
OGKush,Humidity,10,
OGKush,WaterUse,10,7.587388409
OGKush,PhenoType,10,5.321042724
OGKush,Height,10,3.281424538
OGKush,Width,10,7.498392197
OGKush,Temp,10,31.46261111
OGKush,NValue,10,
OGKush,PValue,10,51.1719374
OGKush,KValue,10,25.05030719
OGKush,CurrentNDVI,10,35.0477841
OGKush,GrowthRate,10,33.48374362
OGKush,EC,10,1.342979115
OGKush,PH,10,
OGKush,SoilMoister,10,
OGKush,Humidity,10,
OGKush,WaterUse,10,7.587388409
OGKush,PhenoType,10,5.321042724
OGKush,Height,10,3.281424538
OGKush,Width,10,7.498392197
OGKush,Temp,10,31.46261111
OGKush,NValue,10,
OGKush,PValue,10,51.1719374
OGKush,KValue,10,25.05030719
OGKush,CurrentNDVI,10,35.0477841
OGKush,GrowthRate,10,33.48374362
OGKush,EC,10,1.342979115
OGKush,PH,10,
OGKush,SoilMoister,10,
OGKush,Humidity,10,
OGKush,WaterUse,10,7.587388409
OGKush,PhenoType,10,5.321042724
OGKush,Height,10,3.281424538
OGKush,Width,10,7.498392197
OGKush,Temp,10,31.46261111
OGKush,NValue,10,
OGKush,PValue,10,51.1719374
OGKush,KValue,10,25.05030719
OGKush,CurrentNDVI,10,35.0477841
JackHerer,GrowthRate,10,
JackHerer,EC,10,1.354544505
JackHerer,PH,10,22.18656336
JackHerer,SoilMoister,10,
JackHerer,Humidity,10,
JackHerer,WaterUse,10,10.09216481
JackHerer,PhenoType,10,5.942396391
JackHerer,Height,10,4.833005616
JackHerer,Width,10,10.91758853
JackHerer,Temp,10,
JackHerer,NValue,10,3.012855316
JackHerer,PValue,10,57.00008288
JackHerer,KValue,10,11.61829119
JackHerer,CurrentNDVI,10,
JackHerer (excluding high income),GrowthRate,10,
JackHerer (excluding high income),EC,10,1.290917438
JackHerer (excluding high income),PH,10,21.86467826
JackHerer (excluding high income),SoilMoister,10,
JackHerer (excluding high income),Humidity,10,
JackHerer (excluding high income),WaterUse,10,9.237420396
JackHerer (excluding high income),PhenoType,10,6.043534957
JackHerer (excluding high income),Height,10,4.868760993
JackHerer (excluding high income),Width,10,9.773227687
JackHerer (excluding high income),Temp,10,
JackHerer (excluding high income),NValue,10,2.835353269
JackHerer (excluding high income),PValue,10,56.6324263
JackHerer (excluding high income),KValue,10,11.42461919
JackHerer (excluding high income),CurrentNDVI,10,
JackHerer,GrowthRate,10,
JackHerer,EC,10,1.354544505
JackHerer,PH,10,22.18656336
JackHerer,SoilMoister,10,
JackHerer,Humidity,10,
JackHerer,WaterUse,10,10.09216481
JackHerer,PhenoType,10,5.942396391
JackHerer,Height,10,4.833005616
JackHerer,Width,10,10.91758853
JackHerer,Temp,10,
JackHerer,NValue,10,3.012855316
JackHerer,PValue,10,57.00008288
JackHerer,KValue,10,11.61829119
JackHerer,CurrentNDVI,10,
JackHerer (excluding high income),GrowthRate,10,
JackHerer (excluding high income),EC,10,1.290917438
JackHerer (excluding high income),PH,10,21.86467826
JackHerer (excluding high income),SoilMoister,10,
JackHerer (excluding high income),Humidity,10,
JackHerer (excluding high income),WaterUse,10,9.237420396
JackHerer (excluding high income),PhenoType,10,6.043534957
JackHerer (excluding high income),Height,10,4.868760993
JackHerer (excluding high income),Width,10,9.773227687
JackHerer (excluding high income),Temp,10,
JackHerer (excluding high income),NValue,10,2.835353269
JackHerer (excluding high income),PValue,10,56.6324263
JackHerer (excluding high income),KValue,10,11.42461919
JackHerer (excluding high income),CurrentNDVI,10,
JackHerer,GrowthRate,10,
JackHerer,EC,10,1.354544505
JackHerer,PH,10,22.18656336
JackHerer,SoilMoister,10,
JackHerer,Humidity,10,
JackHerer,WaterUse,10,10.09216481
JackHerer,PhenoType,10,5.942396391
JackHerer,Height,10,4.833005616
JackHerer,Width,10,10.91758853
JackHerer,Temp,10,
JackHerer,NValue,10,3.012855316
JackHerer,PValue,10,57.00008288
JackHerer,KValue,10,11.61829119
JackHerer,CurrentNDVI,10,
JackHerer (excluding high income),GrowthRate,10,
JackHerer (excluding high income),EC,10,1.290917438
JackHerer (excluding high income),PH,10,21.86467826
JackHerer (excluding high income),SoilMoister,10,
JackHerer (excluding high income),Humidity,10,
JackHerer (excluding high income),WaterUse,10,9.237420396
JackHerer (excluding high income),PhenoType,10,6.043534957
JackHerer (excluding high income),Height,10,4.868760993
JackHerer (excluding high income),Width,10,9.773227687
JackHerer (excluding high income),Temp,10,
JackHerer (excluding high income),NValue,10,2.835353269
JackHerer (excluding high income),PValue,10,56.6324263
JackHerer (excluding high income),KValue,10,11.42461919
JackHerer (excluding high income),CurrentNDVI,10,
JackHerer,GrowthRate,10,
JackHerer,EC,10,1.354544505
JackHerer,PH,10,22.18656336
JackHerer,SoilMoister,10,
JackHerer,Humidity,10,
JackHerer,WaterUse,10,10.09216481
JackHerer,PhenoType,10,5.942396391
JackHerer,Height,10,4.833005616
JackHerer,Width,10,10.91758853
JackHerer,Temp,10,
JackHerer,NValue,10,3.012855316
JackHerer,PValue,10,57.00008288
JackHerer,KValue,10,11.61829119
JackHerer,CurrentNDVI,10,
JackHerer (excluding high income),GrowthRate,10,
JackHerer (excluding high income),EC,10,1.290917438
JackHerer (excluding high income),PH,10,21.86467826
JackHerer (excluding high income),SoilMoister,10,
JackHerer (excluding high income),Humidity,10,
JackHerer (excluding high income),WaterUse,10,9.237420396
JackHerer (excluding high income),PhenoType,10,6.043534957
JackHerer (excluding high income),Height,10,4.868760993
JackHerer (excluding high income),Width,10,9.773227687
JackHerer (excluding high income),Temp,10,
JackHerer (excluding high income),NValue,10,2.835353269
JackHerer (excluding high income),PValue,10,56.6324263
JackHerer (excluding high income),KValue,10,11.42461919
JackHerer (excluding high income),CurrentNDVI,10,
Sherbert,GrowthRate,10,
Sherbert,EC,10,1.329124336
Sherbert,PH,10,22.18656336
Sherbert,SoilMoister,10,
Sherbert,Humidity,10,
Sherbert,WaterUse,10,9.61786347
Sherbert,PhenoType,10,6.01462187
Sherbert,Height,10,4.7533047
Sherbert,Width,10,10.20928289
Sherbert,Temp,10,
Sherbert,NValue,10,3.012855316
Sherbert,PValue,10,56.58199381
Sherbert,KValue,10,11.16688466
Sherbert,CurrentNDVI,10,
Sherbert,GrowthRate,10,
Sherbert,EC,10,1.329124336
Sherbert,PH,10,22.18656336
Sherbert,SoilMoister,10,
Sherbert,Humidity,10,
Sherbert,WaterUse,10,9.61786347
Sherbert,PhenoType,10,6.01462187
Sherbert,Height,10,4.7533047
Sherbert,Width,10,10.20928289
Sherbert,Temp,10,
Sherbert,NValue,10,3.012855316
Sherbert,PValue,10,56.58199381
Sherbert,KValue,10,11.16688466
Sherbert,CurrentNDVI,10,
Sherbert,GrowthRate,10,
Sherbert,EC,10,1.329124336
Sherbert,PH,10,22.18656336
Sherbert,SoilMoister,10,
Sherbert,Humidity,10,
Sherbert,WaterUse,10,9.61786347
Sherbert,PhenoType,10,6.01462187
Sherbert,Height,10,4.7533047
Sherbert,Width,10,10.20928289
Sherbert,Temp,10,
Sherbert,NValue,10,3.012855316
Sherbert,PValue,10,56.58199381
Sherbert,KValue,10,11.16688466
Sherbert,CurrentNDVI,10,